# num_qubits init_mean init_min init_max vc_mean vc_min vc_max steiner_mean steiner_min steiner_max detached_mean detached_min detached_max
16 6.25 4.0 8.0 6.25 4.0 8.0 6.25 4.0 8.0 6.25 4.0 8.0
24 24.5 19.0 28.0 25.0 19.0 30.0 25.0 19.0 30.0 24.5 19.0 28.0
32 61.5 56.0 66.0 63.7 57.0 69.0 63.7 57.0 69.0 61.0 55.0 65.0
40 114.2 107.0 123.0 117.2 109.0 127.0 117.2 109.0 127.0 113.7 106.0 124.0
48 182.3 171.0 200.0 188.2 180.0 206.0 188.2 180.0 206.0 180.7 170.0 198.0
56 273.4 261.0 287.0 282.2 268.0 300.0 282.2 268.0 300.0 274.7 261.0 292.0
64 380.1 362.0 400.0 390.8 372.0 406.0 390.8 372.0 406.0 379.0 362.0 398.0
72 500.3 479.0 510.0 515.3 491.0 528.0 515.3 491.0 528.0 497.5 477.0 504.0
80 664.0 639.0 680.0 681.0 657.0 703.0 681.0 657.0 703.0 657.5 633.0 676.0
