# num_qubits init_mean init_min init_max vc_mean vc_min vc_max steiner_mean steiner_min steiner_max detached_mean detached_min detached_max
16 12.6 10.0 15.0 12.6 10.0 15.0 12.6 10.0 15.0 12.6 10.0 15.0
24 49.0 44.0 54.0 51.8 46.0 58.0 51.8 46.0 58.0 48.7 44.0 56.0
32 109.4 106.0 112.0 117.6 109.0 129.0 117.6 109.0 129.0 107.0 102.0 112.0
40 201.6 193.0 213.0 220.8 210.0 240.0 220.8 210.0 240.0 200.0 191.0 215.0
48 327.0 318.0 336.0 361.5 350.0 373.0 361.5 350.0 373.0 323.3 308.0 334.0
56 475.8 463.0 491.0 522.0 515.0 534.0 522.0 515.0 534.0 465.8 455.0 474.0
64 667.5 656.0 676.0 737.7 729.0 754.0 737.7 729.0 754.0 654.1 643.0 677.0
72 869.3 858.0 883.0 990.1 969.0 1009.0 990.1 969.0 1009.0 872.0 845.0 890.0
80 1110.1 1087.0 1133.0 1279.2 1264.0 1314.0 1279.2 1264.0 1314.0 1126.0 1111.0 1151.0
