# num_qubits init_mean init_min init_max vc_mean vc_min vc_max steiner_mean steiner_min steiner_max detached_mean detached_min detached_max
16 0.45 0.0 1.0 0.45 0.0 1.0 0.45 0.0 1.0 0.45 0.0 1.0
24 2.7 1.0 6.0 2.7 1.0 6.0 2.7 1.0 6.0 2.7 1.0 6.0
32 10.2 7.0 14.0 10.2 7.0 14.0 10.2 7.0 14.0 10.2 7.0 14.0
40 26.0 20.0 32.0 26.2 20.0 33.0 26.2 20.0 33.0 26.0 20.0 32.0
48 42.5 33.0 50.0 42.5 33.0 50.0 42.5 33.0 50.0 42.5 33.0 50.0
56 66.7 58.0 74.0 66.8 58.0 74.0 66.8 58.0 74.0 66.7 58.0 74.0
64 96.5 84.0 114.0 96.9 85.0 114.0 96.9 85.0 114.0 96.6 85.0 114.0
72 136.3 118.0 168.0 137.0 118.0 169.0 137.0 118.0 169.0 136.4 118.0 168.0
80 179.6 167.0 193.0 180.0 167.0 194.0 180.0 167.0 194.0 179.7 167.0 194.0
