# num_qubits init_mean init_min init_max vc_mean vc_min vc_max steiner_mean steiner_min steiner_max detached_mean detached_min detached_max
16 12.1 11.0 13.0 12.1 11.0 13.0 12.1 11.0 13.0 12.1 11.0 13.0
24 45.1 42.0 48.0 49.2 44.0 52.0 49.2 44.0 52.0 46.3 43.0 49.0
32 107.5 98.0 122.0 118.3 109.0 127.0 118.3 109.0 127.0 105.9 97.0 118.0
40 193.2 184.0 200.0 223.3 211.0 238.0 223.3 211.0 238.0 192.6 183.0 200.0
48 316.7 300.0 327.0 372.1 357.0 382.0 372.1 357.0 382.0 312.4 303.0 323.0
56 440.4 430.0 458.0 551.0 533.0 570.0 551.0 533.0 570.0 453.3 439.0 472.0
64 605.9 586.0 624.0 775.7 753.0 789.0 775.7 753.0 789.0 632.7 616.0 645.0
72 792.6 767.0 812.0 1061.0 1020.0 1088.0 1061.0 1020.0 1088.0 850.2 831.0 873.0
80 990.0 990.0 990.0 1322.0 1322.0 1322.0 1322.0 1322.0 1322.0 1062.0 1062.0 1062.0
