x	max_time_b	mean_time_b	min_time_b	max_time_f	mean_time_f	min_time_f	max_time_r	mean_time_r	min_time_r	max_time_w	mean_time_w	min_time_w
30	0.008610415428595475	0.007769584655761719	0.006928753882927963	0.021116540369354123	0.019714975357055665	0.018313410344757208	0.004813661760546737	0.004517459869384765	0.0042212579782227935	0.008434143650530981	0.008073186874389649	0.007712230098248316
31	0.011852719753641381	0.010732412338256836	0.00961210492287229	0.022099958807910304	0.020406150817871095	0.018712342827831886	0.006525592621725692	0.006011152267456054	0.005496711913186417	0.011493379621961786	0.011052560806274415	0.010611741990587044
32	0.011381802149899848	0.010374212265014648	0.009366622380129449	0.021441958039868002	0.0196591854095459	0.017876412779223798	0.006348023247225367	0.005910015106201172	0.005472006965176977	0.011078194006084657	0.01054224967956543	0.010006305353046203
33	0.011220696309925941	0.010333061218261719	0.009445426126597496	0.021735934649229252	0.019635868072509766	0.01753580149579028	0.006055309801299536	0.005743646621704101	0.005431983442108666	0.012211172711440893	0.011081647872924805	0.009952123034408717
34	0.011018805825461645	0.010269451141357421	0.009520096457253198	0.02276987339025331	0.02003931999206543	0.01730876659387755	0.0061864534287508184	0.005780363082885742	0.005374272737020665	0.01247714355723733	0.011545038223266602	0.010612932889295873
35	0.010566137287222048	0.010055303573608398	0.009544469859994749	0.021779554891169745	0.019842815399169923	0.0179060759071701	0.006125726956018679	0.0057948589324951175	0.005463990908971556	0.012672929080924043	0.011207771301269532	0.009742613521615021
36	0.011030976708162221	0.01018695831298828	0.00934293991781434	0.02092203237311203	0.01909036636352539	0.01725870035393875	0.005998993118349524	0.005812788009643554	0.005626582900937585	0.011570822942242438	0.010734987258911134	0.009899151575579829
37	0.010801606081112752	0.010049200057983399	0.009296794034854046	0.021910302600426437	0.019640684127807617	0.017371065655188797	0.00594811006197237	0.005742549896240234	0.005536989730508098	0.011948164456744636	0.010787773132324218	0.0096273818079038
38	0.010869548930294522	0.01006622314453125	0.00926289735876798	0.020401894464011115	0.01883673667907715	0.017271578894143182	0.006217705305264047	0.005770826339721679	0.0053239473741793115	0.011357282907774513	0.010675859451293946	0.009994435994813379
39	0.011433007948625236	0.010294151306152344	0.009155294663679453	0.020015165998125653	0.019138479232788087	0.01826179246745052	0.006102792940082538	0.005835151672363282	0.005567510404644025	0.011578733342241077	0.010759639739990234	0.00994054613773939
40	0.010814095040162222	0.010138893127441406	0.00946369121472059	0.019750938346645926	0.018656015396118164	0.017561092445590402	0.005937875377172026	0.005718612670898437	0.0054993499646248485	0.011201482007572554	0.01061868667602539	0.010035891344478227
41	0.014760530731779744	0.01373147964477539	0.012702428557771038	0.021603431722445776	0.020123386383056642	0.018643341043667508	0.01019583634579134	0.009296321868896484	0.008396807392001628	0.014556945156274386	0.013161993026733399	0.011767040897192412
42	0.013920628007696313	0.013087034225463867	0.012253440443231421	0.02207003227980625	0.01964702606201172	0.01722401984421719	0.009426782399107148	0.008825922012329101	0.008225061625551054	0.014646152027673205	0.01311941146850586	0.011592670909338515
43	0.013718725517632492	0.013034677505493164	0.012350629493353837	0.022323116351253718	0.019861221313476562	0.017399326275699407	0.009070437260566735	0.00862293243408203	0.008175427607597326	0.015472873818051321	0.013604450225830077	0.011736026633608834
44	0.013304169998372244	0.012621688842773437	0.01193920768717463	0.02052065959957386	0.01915764808654785	0.017794636573521844	0.00894256732185572	0.008759260177612305	0.00857595303336889	0.015663129042485187	0.013707876205444336	0.011752623368403483
45	0.013101424564889374	0.012559938430786132	0.01201845229668289	0.02118958869206752	0.01987347602844238	0.018557363364817243	0.008911849978632773	0.008725881576538086	0.008539913174443399	0.015548614244040774	0.01380453109741211	0.012060447950783445
46	0.013831567654209535	0.012834882736206055	0.011838197818202575	0.021136551641542534	0.01957569122314453	0.018014830804746525	0.009005251016367916	0.008657741546630859	0.008310232076893801	0.014870062161058569	0.013420724868774414	0.011971387576490258
47	0.013605352998426067	0.012848091125488282	0.012090829252550497	0.021474896411637412	0.019692516326904295	0.01791013624217118	0.00898921187801281	0.008618402481079101	0.008247593084145391	0.013919157114969247	0.013149213790893555	0.012379270466817863
48	0.013548805943306447	0.012767648696899414	0.011986491450492381	0.02069602760066843	0.019338655471801757	0.017981283342935084	0.009178968103194862	0.00878734588623047	0.008395723669266077	0.013746543789863246	0.013077211380004884	0.012407878970146521
49	0.013772485465810244	0.012851572036743164	0.011930658607676085	0.020750699778011153	0.019919776916503908	0.019088854054996662	0.009310311010509284	0.008934640884399414	0.008558970758289543	0.013408331333846626	0.01276240348815918	0.012116475642471734
50	0.013213620697679049	0.012591218948364258	0.011968817199049468	0.019677075395784314	0.019141435623168945	0.018605795850553577	0.009721134343696206	0.009100532531738282	0.008479930719780357	0.013321957259556743	0.012998199462890625	0.012674441666224508
51	0.01713122737490941	0.01589546203613281	0.014659696697356213	0.02098638422703329	0.019946861267089843	0.018907338307146398	0.016281449124653603	0.015445804595947266	0.014610160067240929	0.01704796204483625	0.016062498092651367	0.015077034140466485
52	0.01711511747228088	0.015620183944702149	0.01412525041712342	0.02014867785120506	0.019044971466064452	0.017941265080923842	0.016353654598671444	0.015417003631591797	0.014480352664512147	0.01678895218877502	0.015834856033325195	0.014880759877875372
53	0.016670728288194367	0.015718412399291993	0.014766096510389617	0.022359855070197544	0.020264196395874023	0.018168537721550502	0.016051586961458537	0.015342903137207032	0.014634219312955526	0.016473511100976865	0.01573653221130371	0.014999553321630558
54	0.0167226642801519	0.015611553192138672	0.014500442104125441	0.024574167519882256	0.020134878158569337	0.015695588797256417	0.0160146031369638	0.015353727340698241	0.014692851544432685	0.01655770764047371	0.015571784973144532	0.014585862305815355
55	0.017051026535095323	0.015547466278076173	0.014043906021057023	0.024189181545480963	0.020627593994140624	0.017066006442800284	0.01690758734357934	0.015716743469238282	0.014525899594897224	0.016618592089565745	0.015530586242675781	0.014442580395785817
56	0.0168950271207316	0.015557432174682617	0.014219837228633635	0.023258357750540287	0.01983323097229004	0.016408104194039794	0.016081704659755388	0.015210390090942383	0.014339075522129378	0.016537458557121555	0.015471220016479492	0.01440498147583743
57	0.01639722033094611	0.015298986434936523	0.014200752538926935	0.02190260497441535	0.01990399360656738	0.017905382238719413	0.016655541934157535	0.015500354766845702	0.01434516759953387	0.01729288820545931	0.015910577774047852	0.014528267342636396
58	0.016509503371415157	0.01536874771118164	0.014227992050948123	0.06998618241876668	0.03458700180053711	-0.000812178817692466	0.016186272308536323	0.015217018127441407	0.01424776394634649	0.01762391916964652	0.015947580337524414	0.014271241505402307
59	0.016710724822482606	0.015427970886230468	0.01414521694997833	0.022555336783819335	0.019951391220092773	0.01734744565636621	0.016927202333179153	0.01568312644958496	0.014439050565990768	0.016952134587039463	0.015903520584106445	0.014854906581173426
60	0.017060832166456756	0.015707731246948242	0.014354630327439728	0.021055002676176403	0.018983221054077147	0.01691143943197789	0.01661649769084513	0.01541604995727539	0.014215602223705652	0.016480466489252298	0.015185213088989258	0.013889959688726217
