num_qubits r_mean r_min r_max
16 0.03588848114013672 0.03311562538146973 0.03885912895202637
24 0.08938555717468262 0.08049297332763672 0.10410380363464355
32 0.24965972900390626 0.2248544692993164 0.2629208564758301
40 0.5742345333099366 0.5481271743774414 0.594658374786377
48 1.1692641735076905 1.1103897094726562 1.3350226879119873
56 2.0219727039337156 1.818535327911377 2.16235613822937
64 3.241564893722534 3.1664507389068604 3.293130397796631
72 4.984892511367798 4.729908227920532 5.246570825576782
80 7.561967372894287 7.48031759262085 7.661962509155273
88 10.302124452590942 10.222253322601318 10.414461135864258
96 14.066907262802124 13.774959802627563 14.56066608428955
