# num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 72.93333333333334 65.0 82.0 57.06666666666667 48.0 63.0 56.46666666666667 47.0 66.0 53.6 45.0 61.0
24 234.46666666666667 213.0 247.0 204.2 188.0 229.0 175.8 166.0 194.0 176.86666666666667 164.0 197.0
32 470.06666666666666 446.0 498.0 462.26666666666665 436.0 486.0 363.8 348.0 379.0 376.0 355.0 397.0
40 807.7142857142857 788.0 830.0 849.1428571428571 780.0 920.0 632.7857142857143 605.0 660.0 661.0714285714286 632.0 687.0
48 1213.8 1187.0 1253.0 1341.4 1252.0 1408.0 979.8 963.0 1005.0 1023.2 1003.0 1039.0
