pass	max_cost_b	mean_cost_b	min_cost_b	max_cost_f	mean_cost_f	min_cost_f	max_cost_r	mean_cost_r	min_cost_r	max_cost_w	mean_cost_w	min_cost_w
39	53.207680962081064	50.6	47.99231903791894	62.242640687119284	58.0	53.757359312880716	52.73861278752583	50.0	47.26138721247417	55.06356421265527	52.2	49.33643578734473
40	53.207680962081064	50.6	47.99231903791894	61.90555213042752	57.4	52.894447869572474	52.73861278752583	50.0	47.26138721247417	55.06356421265527	52.2	49.33643578734473
41	53.207680962081064	50.6	47.99231903791894	61.90555213042752	57.4	52.894447869572474	52.73861278752583	50.0	47.26138721247417	55.06356421265527	52.2	49.33643578734473
42	53.00768096208106	50.4	47.792319037918936	61.63846820423443	57.2	52.76153179576558	51.790890230020665	49.6	47.40910976997934	54.54950975679639	52.0	49.45049024320361
43	53.00768096208106	50.4	47.792319037918936	61.63846820423443	57.2	52.76153179576558	51.790890230020665	49.6	47.40910976997934	54.54950975679639	52.0	49.45049024320361
44	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.54950975679639	52.0	49.45049024320361
45	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.54950975679639	52.0	49.45049024320361
46	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.66356421265527	51.8	48.93643578734473
47	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.66356421265527	51.8	48.93643578734473
48	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.76154726279432	51.4	48.038452737205674
49	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.76154726279432	51.4	48.038452737205674
50	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.76154726279432	51.4	48.038452737205674
51	53.00768096208106	50.4	47.792319037918936	61.41588043316392	57.0	52.58411956683608	51.790890230020665	49.6	47.40910976997934	54.76154726279432	51.4	48.038452737205674
52	53.00768096208106	50.4	47.792319037918936	60.82492235949962	56.8	52.77507764050038	51.349358868961794	49.4	47.4506411310382	54.76154726279432	51.4	48.038452737205674
53	53.00768096208106	50.4	47.792319037918936	60.82492235949962	56.8	52.77507764050038	51.349358868961794	49.4	47.4506411310382	54.76154726279432	51.4	48.038452737205674
54	53.00768096208106	50.4	47.792319037918936	60.246916505762094	56.6	52.95308349423791	51.36794833886788	49.2	47.03205166113212	54.763705936241095	51.2	47.63629406375891
55	53.00768096208106	50.4	47.792319037918936	60.246916505762094	56.6	52.95308349423791	51.36794833886788	49.2	47.03205166113212	54.763705936241095	51.2	47.63629406375891
56	53.00768096208106	50.4	47.792319037918936	60.374921382870355	56.4	52.42507861712964	51.36794833886788	49.2	47.03205166113212	54.763705936241095	51.2	47.63629406375891
57	53.00768096208106	50.4	47.792319037918936	60.374921382870355	56.4	52.42507861712964	51.36794833886788	49.2	47.03205166113212	54.763705936241095	51.2	47.63629406375891
58	53.00768096208106	50.4	47.792319037918936	59.76232255123179	55.8	51.837677448768204	51.0	49.0	47.0	54.763705936241095	51.2	47.63629406375891
59	53.00768096208106	50.4	47.792319037918936	59.76232255123179	55.8	51.837677448768204	51.0	49.0	47.0	54.763705936241095	51.2	47.63629406375891
60	53.00768096208106	50.4	47.792319037918936	58.31448230047949	55.2	52.085517699520516	51.0	49.0	47.0	54.763705936241095	51.2	47.63629406375891
