# num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 1.0978421211242675 1.0587289333343506 1.1425998210906982
24 3.8712535381317137 3.7634365558624268 3.9312615394592285
32 9.421608304977417 9.158579111099243 9.94133710861206
40 20.21870884895325 19.975488424301147 20.643089056015015
48 38.00288624763489 36.84585952758789 38.70885157585144
56 62.49510569572449 61.38682317733765 65.64469146728516
64 93.94660654067994 92.72191953659058 95.05128645896912
72 149.10496282577515 147.47621154785156 152.0134859085083
80 250.916650724411 217.39435815811157 324.46728134155273
88 317.3645013809204 311.21210503578186 336.3214576244354
