pass	max_time_b	mean_time_b	min_time_b	max_time_f	mean_time_f	min_time_f	max_time_r	mean_time_r	min_time_r	max_time_w	mean_time_w	min_time_w
31	0.20778517504677677	0.19855175018310547	0.18931832531943418	0.7554886133541439	0.7172571659088135	0.6790257184634831	0.06158121174294299	0.058394765853881835	0.05520831996482068	0.25811015505479357	0.24392318725585938	0.22973621945692518
32	0.20530343702718182	0.19747819900512695	0.18965296098307208	0.6853782346997849	0.6664876461029052	0.6475970575060256	0.05880422729202109	0.05690984725952149	0.055015467227021886	0.2781226561646459	0.25531740188598634	0.23251214760732677
33	0.20601412869937555	0.19964079856872557	0.1932674684380756	0.7204137336948488	0.6867160320281982	0.6530183303615475	0.06037252335829844	0.056429052352905275	0.05248558134751211	0.2556932364046352	0.24851551055908203	0.24133778471352887
34	0.20631524067084683	0.19978489875793456	0.1932545568450223	0.7228083487443582	0.6785552501678467	0.6343021515913352	0.05873509142583447	0.05693068504333496	0.05512627866083546	0.2606080643934933	0.2429183006286621	0.22522853686383087
35	0.20238518211061146	0.19839611053466796	0.19440703895872447	0.8799377246981345	0.7538599491119384	0.6277821735257424	0.05737360239185963	0.05492839813232422	0.052483193872788804	0.2803710299718414	0.2584800720214844	0.23658911407112734
36	0.21841397742912796	0.20062413215637206	0.18283428688361616	0.7348673862162264	0.7066866397857666	0.6785058933553069	0.057317128517661006	0.0554041862487793	0.05349124397989759	0.25023526028747034	0.23708562850952147	0.2239359967315726
37	0.20914739254064973	0.20070009231567382	0.1922527920906979	0.701813625586748	0.6798038005828857	0.6577939755790234	0.05747431837808416	0.05437164306640625	0.05126896775472835	0.25603032539648096	0.24152026176452637	0.22701019813257178
38	0.19822422369350604	0.1950313091278076	0.1918383945621092	0.6790950549168794	0.6635247707366944	0.6479544865565093	0.05867532628438019	0.055225801467895505	0.05177627665141082	0.2641712693576375	0.24605364799499513	0.22793602663235274
39	0.23238754608396567	0.21234893798828125	0.19231032989259683	0.7480493265719642	0.7013912200927734	0.6547331136135827	0.05799946920608846	0.05589480400085449	0.05379013879562052	0.26931176715205934	0.24910383224487304	0.22889589733768675
40	0.19570943424720655	0.18931283950805664	0.18291624476890672	0.7586247206193814	0.7055675506591796	0.6525103806989779	0.05864315393903763	0.05633835792541504	0.054033561911792455	0.26274746147466094	0.24720025062561035	0.2316530397765598
41	0.421581497922792	0.3943526268005371	0.36712375567828226	0.7020709936878571	0.6737252712249756	0.6453795487620941	0.1549133980880169	0.14837007522583007	0.14182675236364323	0.43853609785728453	0.42231054306030275	0.40608498826332096
42	0.40117387841682445	0.37917256355285645	0.35717124868888844	0.7315354626967581	0.7013112545013428	0.6710870463059275	0.15213280028841278	0.1447525978088379	0.13737239532926301	0.43840438083066285	0.4160320281982422	0.39365967556582154
43	0.4246936608149377	0.38416566848754885	0.34363767616016	0.6957093421174276	0.671912145614624	0.6481149491118203	0.1524419412195135	0.14311013221740723	0.13377832321530098	0.45116879696142903	0.4293081283569336	0.4074474597524382
44	0.4026075853977459	0.3919846534729004	0.3813617215480549	0.6828809734231844	0.6693740367889405	0.6558671001546965	0.1483438643911356	0.14010887145996093	0.13187387852878626	0.45333786429548806	0.43308167457580565	0.41282548485612325
45	0.38101706276989356	0.36944990158081054	0.3578827403917275	0.7261757650624239	0.6939643383026123	0.6617529115428007	0.14790915036736593	0.14471960067749023	0.14153005098761454	0.44367380787476335	0.4200087070465088	0.3963436062182542
46	0.39715715793334094	0.3760334014892578	0.35490964504517464	0.6801568672578383	0.6593643188476562	0.6385717704374742	0.14968263930406953	0.14377207756042482	0.1378615158167801	0.44312625521261245	0.4270638465881348	0.4110014379636571
47	0.3940354771502573	0.37951111793518066	0.36498675872010405	0.7122822148980382	0.6821760654449462	0.6520699159918543	0.14731783444239613	0.14244413375854492	0.13757043307469372	0.4459000212837551	0.42466106414794924	0.40342210701214337
48	0.40108071411783347	0.3885200023651123	0.37595929061239114	0.7054709980604472	0.6736110210418701	0.641751044023293	0.14316233345229004	0.13818712234497071	0.1332119112376514	0.45531906248087567	0.43068203926086424	0.4060450160408528
49	0.38916459771552275	0.3728324890136719	0.356500380311821	0.6935260684366217	0.6767239093780517	0.6599217503194817	0.157246392319599	0.14756555557250978	0.13788471882542055	0.4504791101368396	0.4249074935913086	0.39933587704577755
50	0.40321011105617227	0.3770581245422363	0.35090613802830034	0.6772900145694872	0.6586581707000733	0.6400263268306593	0.17915876123428398	0.1529637336730957	0.12676870611190744	0.45920547756067864	0.44429569244384765	0.42938590732701665
51	0.6562425059539629	0.6418710231781006	0.6274995404022383	0.7712050207044184	0.7192570209503174	0.6673090211962164	0.6914092659456678	0.6449844837188721	0.5985597014920764	0.707725626086644	0.6911331653594971	0.6745407046323502
52	0.6577747065104614	0.621589469909668	0.5854042333088746	0.7156704863975634	0.6773984432220459	0.6391264000465284	0.6413400533412359	0.6292263507843018	0.6171126482273677	0.6962794151141409	0.6618454456329346	0.6274114761517282
53	0.6995787828258819	0.6636502265930175	0.6277216703601531	0.7013309726569305	0.6799938678741455	0.6586567630913606	0.6461659886174952	0.6194767475128173	0.5927875064081395	0.7095876878247527	0.6648641586303711	0.6201406294359895
54	0.6456878975398973	0.6246639728546143	0.6036400481693313	0.6823843772032644	0.6685262680053711	0.6546681588074778	0.6676830130928586	0.6307724952697754	0.5938619774466922	0.6942471582383725	0.6751994609832763	0.6561517637281802
55	0.6808462542576389	0.6444447994232178	0.6080433445887966	0.698563270537829	0.6632551193237305	0.627946968109632	0.6353601275844489	0.6242112159729004	0.6130623043613519	0.6882453988463094	0.6693005561828613	0.6503557135194132
56	0.6634085668973189	0.6418002128601075	0.6201918588228961	0.7159694002412943	0.6813765525817871	0.6467837049222799	0.6478823134693323	0.62747220993042	0.6070621063915076	0.6899109827560147	0.6518292427062988	0.613747502656583
57	0.6650846605607209	0.6408797264099121	0.6166747922591033	0.7003324391355403	0.6538624286651611	0.6073924181947818	0.6420564510420952	0.6247652053833008	0.6074739597245065	0.7034796475920215	0.6597445964813232	0.6160095453706249
58	0.6997616405045481	0.6491845607757568	0.5986074810469655	0.7087581783399367	0.6902915477752686	0.6718249172106004	0.6489620679597194	0.6238139629364013	0.5986658579130832	0.6799158844610145	0.6460766792297363	0.6122374739984582
59	0.6759270373782994	0.6510838985443115	0.6262407597103236	0.6825232823452828	0.6551299571990967	0.6277366320529106	0.6593510808577023	0.6399225711822509	0.6204940615067995	0.6834814772527718	0.6650856971740723	0.6466899170953728
60	0.6440720564884282	0.6127783775329589	0.5814846985774896	0.7050267697192523	0.6685644149780273	0.6321020602368024	0.6722147186985389	0.6317616939544678	0.5913086692103967	0.6770016527320499	0.6595621109008789	0.6421225690697079
