num_qubits r_mean r_min r_max
16 1.0185675144195556 0.9009077548980713 1.1313261985778809
24 2.1308232307434083 2.035032272338867 2.242236375808716
32 4.783354425430298 4.621185064315796 5.122755765914917
40 7.958896923065185 7.486352920532227 8.365364074707031
48 13.465662622451783 12.555496215820312 14.47251844406128
56 19.774013090133668 18.890494108200073 21.046478271484375
64 27.764501953125 26.274773120880127 29.00965189933777
72 37.51374068260193 36.61426854133606 38.063979625701904
80 50.56295399665832 49.33243680000305 52.73338437080383
88 63.561279678344725 60.96850085258484 67.98844790458679
96 82.77037291526794 79.94754219055176 85.26759338378906
