num_qubits r_mean r_min r_max
112 642.2 634.0 654.0
128 842.8 823.0 861.0
144 1079.6 1056.0 1108.0
160 1328.2 1322.0 1336.0
176 1621.0 1602.0 1651.0
192 1937.2 1926.0 1952.0
208 2272.8 2260.0 2292.0
224 2634.2 2613.0 2659.0
240 3044.4 2991.0 3088.0
256 3478.2 3445.0 3514.0
