# num_qubits r_mean r_min r_max
112 645.2 627.0 667.0
128 845.6 835.0 859.0
144 1088.125 1068.0 1098.0
160 1338.2 1309.0 1366.0
176 1634.0 1614.0 1646.0
192 1944.6 1922.0 1982.0
208 2260.8 2238.0 2296.0
224 2645.2 2620.0 2694.0
240 3069.4 3039.0 3115.0
256 3484.0 3440.0 3544.0
272 3951.6 3921.0 3988.0
288 4411.4 4382.0 4466.0
304 4961.4 4911.0 4998.0
320 5492.6 5453.0 5527.0
336 6076.0 6029.0 6121.0
352 6663.2 6604.0 6711.0
368 7319.4 7260.0 7352.0
384 7977.0 7977.0 7977.0
