num_qubits r_mean r_min r_max
16 100.2 89.0 107.0
24 220.0 211.0 238.0
32 380.4 371.0 388.0
40 582.2 574.0 593.0
48 819.6 811.0 829.0
56 1098.0 1087.0 1112.0
64 1458.2 1415.0 1489.0
72 1793.8 1780.0 1805.0
80 2249.2 2231.0 2269.0
88 2732.4 2666.0 2802.0
96 3311.6 3236.0 3347.0
