num_qubits r_mean r_min r_max
16 0.054452371597290036 0.05146455764770508 0.057262420654296875
24 0.14021730422973633 0.1352694034576416 0.15102148056030273
32 0.40094308853149413 0.3868739604949951 0.4130268096923828
40 0.9586770534515381 0.9155080318450928 0.9955043792724609
48 1.9298651695251465 1.8031396865844727 2.0844409465789795
56 3.174221324920654 3.0408899784088135 3.3640501499176025
64 5.237253856658936 5.03809928894043 5.440406084060669
72 8.128358554840087 7.797277212142944 8.259464502334595
80 12.12453727722168 11.679219722747803 12.33054256439209
88 16.76756134033203 16.397377729415894 17.125964403152466
96 22.30018620491028 22.1155846118927 22.43877911567688
