num_qubits r_mean r_min r_max
16 6.4 4.0 8.0
24 15.6 14.0 16.0
32 44.4 41.0 47.0
40 86.0 76.0 93.0
48 152.2 145.0 160.0
56 228.6 222.0 235.0
64 316.0 308.0 328.0
72 427.6 416.0 445.0
80 573.2 551.0 584.0
88 712.6 699.0 729.0
96 877.2 854.0 904.0
