# num_qubits fgp_mean fgp_min fgp_max16 0.003446054458618164 0.002813100814819336 0.0038099288940429688
24 0.01615729331970215 0.015006065368652344 0.017614126205444336
32 0.05024838447570801 0.04603385925292969 0.0545649528503418
40 0.11953082084655761 0.1182701587677002 0.12073588371276855
48 0.25308051109313967 0.24150800704956055 0.27379894256591797
56 0.4619328498840332 0.4582819938659668 0.46919989585876465
64 0.8060701847076416 0.7844109535217285 0.851679801940918
72 1.3429594039916992 1.3111917972564697 1.384371042251587
80 2.1427066326141357 2.016517162322998 2.2526540756225586
88 3.021866273880005 2.9451100826263428 3.1852478981018066
96 4.216577434539795 4.134913921356201 4.253309011459351
