# num_qubits fgp_mean fgp_min fgp_max16 0.010909605026245116 0.00946807861328125 0.012053966522216797
24 0.03504362106323242 0.033251047134399414 0.038986921310424805
32 0.10203948020935058 0.07952260971069336 0.1701359748840332
40 0.17178854942321778 0.15160608291625977 0.2170429229736328
48 0.3015313625335693 0.27100300788879395 0.3398118019104004
56 0.48543925285339357 0.41525983810424805 0.5938930511474609
64 0.6668544292449952 0.5994830131530762 0.7221601009368896
72 0.9521604061126709 0.8160901069641113 1.1045169830322266
80 1.2120769500732422 1.1617209911346436 1.3501818180084229
88 1.6305800437927247 1.515808343887329 1.8313500881195068
96 2.0422925472259523 1.9798939228057861 2.159558057785034
