# num_qubits fgp_mean fgp_min fgp_max16 32.0 32.0 32.0
24 48.0 48.0 48.0
32 64.0 64.0 64.0
40 80.0 80.0 80.0
48 96.0 96.0 96.0
56 112.0 112.0 112.0
64 128.0 128.0 128.0
72 144.0 144.0 144.0
80 160.0 160.0 160.0
88 176.0 176.0 176.0
96 192.0 192.0 192.0
