# num_qubits fgp_mean fgp_min fgp_max16 0.010831165313720702 0.010738849639892578 0.010946035385131836
24 0.034026384353637695 0.03299403190612793 0.03625607490539551
32 0.0781062126159668 0.0765218734741211 0.07971501350402832
40 0.16187119483947754 0.143341064453125 0.22388696670532227
48 0.24622974395751954 0.24408888816833496 0.24949288368225098
56 0.39391679763793946 0.38217806816101074 0.43215179443359375
64 0.5676745891571044 0.5620148181915283 0.5740571022033691
72 0.8088410377502442 0.7979540824890137 0.8441252708435059
80 1.1077368259429932 1.0809118747711182 1.1458487510681152
88 1.8616333961486817 1.833366870880127 1.882917881011963
96 2.447978448867798 2.392390012741089 2.5021471977233887
