# num_qubits fgp_mean fgp_min fgp_max16 0.005075216293334961 0.004866600036621094 0.0053081512451171875
24 0.034008121490478514 0.02283477783203125 0.07442188262939453
32 0.07658648490905762 0.0739142894744873 0.07826995849609375
40 0.2017448902130127 0.18713712692260742 0.2071857452392578
48 0.4363375663757324 0.4133329391479492 0.45720601081848145
56 0.8380647659301758 0.818260908126831 0.8630170822143555
64 1.463522720336914 1.4476659297943115 1.486107349395752
72 2.4677425384521485 2.345479965209961 2.540357828140259
80 3.8463470935821533 3.7531192302703857 3.939448118209839
88 5.63766884803772 5.47320294380188 5.713932037353516
96 8.340986156463623 7.933243036270142 8.825349807739258
