# num_qubits fgp_mean fgp_min fgp_max16 56.4 50.0 64.0
24 98.8 90.0 106.0
32 147.2 142.0 152.0
40 184.0 168.0 204.0
48 249.6 230.0 274.0
56 287.2 244.0 330.0
64 325.6 290.0 396.0
72 374.4 302.0 456.0
80 371.2 346.0 444.0
88 428.8 386.0 510.0
96 447.6 414.0 486.0
