# num_qubits fgp_mean fgp_min fgp_max16 45.2 40.0 50.0
24 102.0 94.0 108.0
32 182.4 174.0 188.0
40 277.6 266.0 290.0
48 396.8 396.0 400.0
56 536.4 518.0 556.0
64 709.6 700.0 724.0
72 887.6 854.0 916.0
80 1101.2 1082.0 1112.0
88 1337.6 1322.0 1350.0
96 1557.2 1534.0 1588.0
