# num_qubits fgp_mean fgp_min fgp_max16 0.008784151077270508 0.006438016891479492 0.013995885848999023
24 0.020163822174072265 0.01693892478942871 0.02257513999938965
32 0.055881929397583005 0.04309511184692383 0.09050297737121582
40 0.097747802734375 0.0814979076385498 0.13048291206359863
48 0.1588900089263916 0.12928199768066406 0.1936488151550293
56 0.25223698616027834 0.20306086540222168 0.2920360565185547
64 0.3611154079437256 0.299483060836792 0.40735292434692383
72 0.4752690315246582 0.4497401714324951 0.500938892364502
80 0.7110793590545654 0.6599299907684326 0.8153328895568848
88 0.8861130714416504 0.8382091522216797 0.9481971263885498
96 1.1849777698516846 1.1211650371551514 1.2776031494140625
