# num_qubits r_mean r_min r_max
16 10.8 10.0 12.0
24 40.2 38.0 43.0
32 88.2 81.0 96.0
40 165.6 159.0 171.0
48 272.0 263.0 277.0
56 394.2 389.0 402.0
64 546.4 526.0 566.0
72 728.4 719.0 737.0
80 918.8 913.0 930.0
88 1142.6 1133.0 1150.0
96 1398.2 1381.0 1422.0
