# num_qubits r_mean r_min r_max
16 14.4 12.0 17.0
24 50.4 49.0 52.0
32 114.8 108.0 119.0
40 213.6 206.0 218.0
48 336.8 312.0 348.0
56 501.6 493.0 513.0
64 703.8 694.0 710.0
72 944.6 920.0 970.0
80 1159.6 1149.0 1169.0
88 1454.0 1439.0 1462.0
96 1793.8 1781.0 1810.0
