# num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 16.2 13.0 21.0 12.8 11.0 16.0 14.6 11.0 17.0 12.5 10.0 16.0
24 56.8 50.0 67.0 47.4 40.0 52.0 53.6 49.0 59.0 44.6 39.0 48.0
32 121.6 112.0 127.0 101.2 92.0 106.0 107.8 96.0 113.0 93.6 83.0 99.0
40 216.8 212.0 226.0 194.6 183.0 213.0 190.8 185.0 200.0 178.6 172.0 195.0
48 342.8 335.0 347.0 319.6 304.0 329.0 296.2 291.0 309.0 290.6 279.0 306.0
56 532.0 515.0 544.0 492.2 467.0 503.0 449.8 444.0 459.0 445.6 442.0 450.0
64 721.8 704.0 755.0 695.0 653.0 727.0 615.4 587.0 636.0 613.0 584.0 640.0
72 991.4 959.0 1021.0 935.6 909.0 958.0 826.0 799.0 845.0 847.2 822.0 871.0
80 1260.0 1214.0 1309.0 1171.2 1118.0 1212.0 1073.4 1057.0 1097.0 1093.2 1073.0 1126.0
