# num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 0.12089657783508301 0.10168290138244629 0.138397216796875 0.17037956714630126 0.12350082397460938 0.22470307350158691 0.09001731872558594 0.018970012664794922 0.21707391738891602 0.11828720569610596 0.10452151298522949 0.13842511177062988
24 0.5210827827453614 0.4801058769226074 0.5514888763427734 0.6729979991912842 0.568274736404419 0.7754878997802734 0.144974422454834 0.13554978370666504 0.1554563045501709 0.43814854621887206 0.41207313537597656 0.46881794929504395
32 1.4032904148101806 1.332705020904541 1.493638277053833 1.4979835033416748 1.3399274349212646 1.6111021041870117 0.5331958293914795 0.4798097610473633 0.6602380275726318 1.0286962509155273 0.977060079574585 1.104400396347046
40 3.261575222015381 2.8495731353759766 3.5047800540924072 3.426639032363892 2.8936567306518555 3.7847483158111572 1.5604620456695557 1.330895185470581 1.9114866256713867 2.388677787780762 2.1432459354400635 2.50393009185791
48 6.098583602905274 5.784986972808838 6.477978229522705 6.370897245407105 5.844846963882446 7.34112548828125 3.3440940380096436 3.164602279663086 3.526536703109741 4.265315961837769 4.085546493530273 4.427313804626465
56 11.047041606903075 10.288029909133911 11.499159097671509 10.479623413085937 9.78428053855896 11.067020654678345 7.242301177978516 6.5217907428741455 8.086459159851074 7.053684711456299 6.807274103164673 7.310253143310547
64 17.850894927978516 17.62009072303772 18.534815073013306 16.993079948425294 15.895160675048828 17.844977855682373 13.231957864761352 12.462821245193481 14.984891653060913 10.815898227691651 10.63247013092041 11.024887323379517
72 28.45582504272461 27.470975875854492 29.82277226448059 29.36971435546875 27.48992347717285 30.7143611907959 22.94622950553894 22.522478342056274 23.564080715179443 17.130463886260987 16.806219816207886 17.35560154914856
80 42.72060260772705 41.464600801467896 44.18686890602112 42.856264400482175 40.70803952217102 45.28373599052429 37.11421527862549 36.3275465965271 38.12949061393738 24.753618240356445 24.446934938430786 25.133764266967773
88 65.57244215011596 62.39768099784851 69.24193000793457 66.21287469863891 60.80992031097412 69.20514225959778 59.6130651473999 58.989129304885864 60.46454930305481 34.282428407669066 34.024008989334106 34.45977520942688
