# num_qubits f_mean f_min f_max w_mean w_min w_max b_mean b_min b_max r_mean r_min r_max
16 0.23192696571350097 0.19893193244934082 0.3213620185852051 0.21408753395080565 0.18416333198547363 0.2800788879394531 0.13855350017547607 0.05167984962463379 0.2531898021697998 0.18085839748382568 0.16283178329467773 0.2151963710784912
24 0.9991393566131592 0.837270975112915 1.1664209365844727 0.9704250812530517 0.8383386135101318 1.0446250438690186 0.3665798187255859 0.327800989151001 0.427670955657959 0.7310181617736816 0.6827001571655273 0.7694122791290283
32 2.8169883728027343 2.423616886138916 3.113339900970459 2.674798679351807 2.285801887512207 2.945195198059082 1.2709484577178956 1.1746292114257812 1.3194525241851807 1.7775626182556152 1.6955633163452148 1.8647971153259277
40 6.739344549179077 6.065979719161987 7.403040885925293 5.937564563751221 5.411081314086914 6.252564430236816 3.686051368713379 3.431873083114624 3.907165288925171 4.188871955871582 3.9551877975463867 4.377536296844482
48 12.619565534591676 11.541185140609741 13.547302007675171 11.432616758346558 10.429758310317993 12.562034845352173 8.269049215316773 7.768101453781128 8.618613004684448 7.669239091873169 7.320570707321167 7.968528985977173
56 22.258531713485716 21.864129066467285 22.679276943206787 19.583157348632813 18.931658506393433 20.17192506790161 16.573678302764893 15.985997200012207 17.264467239379883 12.24283699989319 12.129131555557251 12.464026689529419
64 39.66780862808228 38.43378210067749 41.67729687690735 34.79389653205872 32.8851158618927 36.759732484817505 33.388811111450195 31.801990509033203 34.85192370414734 20.536042308807374 20.14913845062256 21.035041570663452
72 61.71502084732056 56.79956388473511 65.85118317604065 51.31961574554443 47.590840101242065 54.973511695861816 56.34717316627503 53.3299994468689 59.06628775596619 28.698345375061034 27.947643518447876 30.140187978744507
80 99.25676321983337 93.81960797309875 107.75682210922241 74.90025010108948 73.18377757072449 78.10315442085266 94.28215656280517 91.95511436462402 98.27898263931274 46.970861768722536 45.94627094268799 47.95187783241272
88 151.12681016921997 141.9711549282074 159.2162299156189 108.16571254730225 103.591552734375 115.24808883666992 142.84343705177307 138.6796910762787 147.85703706741333 64.76687827110291 63.149441957473755 67.00364542007446
